variant,sharpe_baseline,sharpe_variant,diff,ci95_lo,ci95_hi,prob_beats,wf_n,wf_mean,wf_frac_pos,wf_ci_lo,wf_ci_hi
breakout_ens,0.478,0.507,0.028,-0.001,0.058,0.972,44,0.033,0.932,0.018,0.047
