date,account_value,daily_return
2024-01-02,1000000.0,
2024-01-03,994271.3619566901,-0.005728638043309919
2024-01-04,988634.2581905593,-0.005669582753582647
2024-01-05,986938.9919746122,-0.0017147556863443825
2024-01-08,996040.1016534992,0.009221552449435455
2024-01-09,994658.0575225749,-0.0013875386429019754
2024-01-10,996075.2967596406,0.0014248507075844685
2024-01-11,998350.2645929919,0.0022839315870517574
2024-01-12,1000583.9652339745,0.0022373917453641923
2024-01-16,992950.9544182479,-0.007628556004234732
2024-01-17,987025.2621673108,-0.005967759257967442
2024-01-18,992603.7774328779,0.005651846492072288
2024-01-19,1002328.4097723751,0.009797093825944847
2024-01-22,1003702.8425794725,0.0013712399984846524
2024-01-23,1004585.0190382748,0.0008789219491849298
2024-01-24,1002894.2430559818,-0.0016830591241661086
2024-01-25,1007134.7582520035,0.004228277533132596
2024-01-26,1004601.3903519891,-0.0025154209794241433
2024-01-29,1013814.8194344253,0.009171228679275556
2024-01-30,1014371.8078112092,0.0005493985352222897
2024-01-31,1007169.1837917167,-0.007100575907205253
2024-02-01,1020148.1595499483,0.012886589430158413
2024-02-02,1019422.0054867367,-0.000711812354327046
2024-02-05,1011825.5493974866,-0.007451728575961991
2024-02-06,1015672.0248581393,0.003801520393454272
2024-02-07,1019348.2253263561,0.0036194759511372077
2024-02-08,1018339.8970995804,-0.000989189171789584
2024-02-09,1021068.5285845159,0.002679489915603961
2024-02-12,1019527.7135865346,-0.0015090221222636702
2024-02-13,1004185.5170709782,-0.015048336902569348
2024-02-14,1010511.4056091927,0.006299521782255901
2024-02-15,1015978.0450044512,0.005409775055396748
2024-02-16,1011727.2074380214,-0.004183985655330846
2024-02-20,1009939.1276105621,-0.0017673537039566423
2024-02-21,1007450.0167871914,-0.0024646147033235977
2024-02-22,1021879.338824511,0.014322618290617983
2024-02-23,1025806.1642109256,0.0038427485880394574
2024-02-26,1023416.945676265,-0.0023291130605540555
2024-02-27,1022625.6416641729,-0.0007731980747781586
2024-02-28,1022770.4109170274,0.000141566226149914
2024-02-29,1028999.1823819198,0.006090097443577358
2024-03-01,1041057.0696132617,0.011718072703838622
2024-03-04,1042902.2339181423,0.001772394961561563
2024-03-05,1040199.253405328,-0.0025917870581783076
2024-03-06,1046807.6917283961,0.0063530504385904685
2024-03-07,1054872.1731202505,0.007703880527032636
2024-03-08,1051027.8588032485,-0.0036443413855830054
2024-03-11,1050140.7878020518,-0.0008440033190050267
2024-03-12,1052012.1585259116,0.0017820188927015757
2024-03-13,1050131.5660821502,-0.001787614742396637
2024-03-14,1044114.3617101074,-0.005729952861518006
2024-03-15,1037249.5000481402,-0.006574817772570074
2024-03-18,1040770.2814012984,0.003394343745641404
2024-03-19,1043314.2913793896,0.002444353017714951
2024-03-20,1052109.8590022083,0.008430410371538022
2024-03-21,1054557.0019430206,0.0023259386079064193
2024-03-22,1054489.7750540702,-6.374893801530668e-05
2024-03-25,1052365.85316458,-0.0020141702079390367
2024-03-26,1052477.0760986744,0.00010568846733294279
2024-03-27,1059999.6691212265,0.007147512466909811
2024-03-28,1062668.4888715667,0.002517755267369859
2024-04-01,1060259.6461733663,-0.0022667866069485676
2024-04-02,1058846.3360013328,-0.001332984969421691
2024-04-03,1062136.7584068093,0.003107554225386888
2024-04-04,1054664.6678504641,-0.007034960891056263
2024-04-05,1062150.1065001048,0.007097458441361226
2024-04-08,1064115.2961638102,0.001850199563770527
2024-04-09,1069166.2599731488,0.004746632087281988
2024-04-10,1056207.1548369837,-0.012120757660731507
2024-04-11,1067055.9920146996,0.010271505100143408
2024-04-12,1056271.307963214,-0.010106952336327746
