,baseline,handcraft,shrinkage,hrp,equal
2012-06-22,-1.4281878453165522,-1.5754989623915074,-1.5404989623914827,-1.2917489623914076,-1.7609378453166762
2012-06-25,5.021000000000442,4.276000000000463,4.218315662419325,3.831000000000379,4.6050000000005475
2012-06-26,1.2765658639621722,0.6873178019729755,0.681075622665908,0.7373178019729756,0.8410756226659084
2012-06-27,0.5854196009182867,0.6391696009182634,0.5854196009182867,0.5554196009183566,0.8624999999994406
2012-06-28,2.010116675949097,2.2296207134205934,2.011055797524043,1.8223103567104664,2.4183661542341692
2012-06-29,-1.5973374964404512,-1.9175992211536375,-1.887898041595559,-1.5476715170589965,-2.2563353755861124
2012-07-02,3.94288059201185,3.636478186049974,3.5778805920118293,3.105228186050082,4.0541305920117425
2012-07-03,0.07499999999998873,-0.4862232728184723,-0.31500000000001194,-0.2585759867317089,-0.5250000000000142
2012-07-04,-0.007379543331199902,-0.007379543331199902,-0.007379543331199902,-0.007379543331199902,0.0
2012-07-05,3.6710000000004888,3.011000000000513,3.011000000000513,2.806000000000415,2.536000000000611
2012-07-06,0.27249999999984087,0.6224999999998329,0.6224999999998329,0.29999999999986465,1.254999999999801
2012-07-09,4.186787787542045,3.494790000000065,3.494790000000065,3.251817787542036,2.989750000000077
2012-07-10,-0.21758876832418392,-0.2132785173147152,-0.2075132287800237,-0.04717459506215723,0.1418310764066342
2012-07-11,-0.888715944607154,-0.6239098933599635,-0.6178319195088807,-0.6129549466799814,-0.6272159446071541
2012-07-12,1.8729999999994424,1.427587311417896,1.3179999999994192,1.2372464259853178,1.4832464259851075
2012-07-13,-0.17871003563254634,-0.43915999173764997,-0.36871003563254745,-0.24295499586883457,-0.7713649876064635
2012-07-16,4.006291494592643,3.451291494592646,3.4062914945926446,3.0775000000000365,3.6967839002046126
2012-07-17,-1.5393267972721654,-1.5811986916671474,-1.5486473833347902,-1.3055254889398433,-2.0192754889396856
2012-07-18,2.2738457174286015,2.0953695729755895,2.01782171426135,1.7750478587143508,2.388797858714407
2012-07-19,-1.6719855629746248,-1.627551507795399,-1.612551507795398,-1.3994855629746228,-1.7945000000000175
2012-07-20,2.8949999999999276,2.7399999999999203,2.7049999999999237,2.269999999999938,2.996527338984547
2012-07-23,-0.8917072600581332,-0.3695000000005468,-0.39770726005815554,-0.8210000000004334,0.11629273994173114
2012-07-24,-0.14733292613168278,0.27891707386835723,0.17508353693439724,-0.07491646306568249,0.6125835369344969
2012-07-25,1.4591403875153774,1.1424137452618686,1.1317272601462842,1.2249737452618576,1.0274706178927808
2012-07-26,-0.8788877893889843,-0.901062462346559,-0.8747528314474967,-0.5218178303513341,-1.2347104177772326
2012-07-27,-2.5924999999998324,-3.729999999999813,-3.020644971940533,-2.5699999999998573,-4.772499999999789
2012-07-30,4.896933962344626,4.887794003408326,4.588487432398942,3.6343804922903176,4.905347473462635
