sharpe_baseline,sharpe_variant,diff,ci95_lo,ci95_hi,prob_beats,wf_frac_pos,wf_ci_lo,wf_ci_hi,cost_drag_baseline,cost_drag_variant,cost_reduction_pct
0.478,0.505,0.027,-0.01,0.062,0.929,0.705,-0.002,0.039,0.65,0.68,-4.6
