variant,sharpe_baseline,sharpe_variant,diff,ci95_lo,ci95_hi,prob_beats,wf_n,wf_mean,wf_frac_pos,wf_ci_lo,wf_ci_hi
carry_seasonal,0.478,0.459,-0.019,-0.036,-0.003,0.009,44,-0.018,0.023,-0.023,-0.013
