,baseline,handcraft,shrinkage,hrp,equal
1974-03-07,7.995,4.29,4.29,4.29,4.29
1974-03-08,-8.205173718021038,-4.40517371802104,-4.40517371802104,-4.40517371802104,-4.40517371802104
1974-03-11,-2.405142329036818,-1.26,-1.26,-1.26,-1.26
1974-03-12,4.68,2.52,2.52,2.52,2.52
1974-03-13,-1.755,-0.945,-0.945,-0.945,-0.945
1974-03-14,-1.56,-0.84,-0.84,-0.84,-0.84
1974-03-15,-7.8,-4.2,-4.2,-4.2,-4.2
1974-03-18,3.705,1.995,1.995,1.995,1.995
1974-03-19,-0.39,-0.21,-0.21,-0.21,-0.21
1974-03-20,-2.73,-1.47,-1.47,-1.47,-1.47
1974-03-21,0.0,0.0,0.0,0.0,0.0
1974-03-22,1.755,0.945,0.945,0.945,0.945
1974-03-25,-7.605,-4.095,-4.095,-4.095,-4.095
1974-03-26,0.0,0.0,0.0,0.0,0.0
1974-03-27,-6.63,-3.57,-3.57,-3.57,-3.57
1974-03-28,1.164892105687022,0.6248921056870222,0.6248921056870222,0.6248921056870222,0.6248921056870222
1974-03-29,-0.76,-0.4,-0.4,-0.4,-0.4
1974-04-01,-7.6,-4.0,-4.0,-4.0,-4.0
