,handcraft,shrinkage,hrp,equal,fw_handcraft,fw_shrinkage,fw_hrp,fw_equal
1989-06-20,0.39257440536538624,0.39257440536538624,0.41257440536538226,0.39257440536538624,1.4180208375577357,0.4054464321923493,0.5704464321923493,0.8247771122420446
1989-06-21,-0.27000000000001023,-0.27000000000001023,-0.28000000000001535,-0.27000000000001023,-0.41242536322887385,-0.6198507264577068,-0.5424253632288636,-0.5198507264577067
1989-06-22,-0.31999999999998185,-0.31999999999998185,-0.3299999999999727,-0.31999999999998185,-0.21244025574314623,-1.3899999999999637,-1.0299999999999636,-1.0299999999999636
1989-06-23,0.9250000000000171,0.9250000000000171,1.0250000000000254,0.9210455796518124,1.990000000000051,1.629354324517457,1.5750686344171232,1.5726372688342123
1989-06-26,0.4975134960831086,0.4999999999999887,0.5999999999999829,0.5999999999999829,1.8799999999999657,-0.6624865039169028,-0.0024865039169028403,0.16751349608309718
1989-06-27,0.37000000000001027,0.29500000000001025,0.30500000000001537,0.30500000000001537,0.3100000000000307,0.8217462612756461,0.7335717839640609,0.6585717839640609
1989-06-28,-0.2700000000000125,-0.3364712680389706,-0.37000000000001876,-0.37000000000001876,-0.9800000000000375,-0.47897170736760514,-0.7022701629767027,-0.7622701629767027
1989-06-29,0.42000000000000454,0.4800000000000068,0.4800000000000068,0.4800000000000068,0.9600000000000136,0.7500000000000114,0.9600000000000136,0.9600000000000136
1989-06-30,0.24625495932455493,0.2517511077446334,0.14509857332853124,0.14096009369172666,-0.1620922071497885,0.32176369113155995,0.06629688859142004,-0.044114634700545385
1989-07-03,0.31500000000000344,0.31500000000000344,0.13344553363897219,0.31500000000000344,-0.3933063561056358,0.3823921379455488,-0.08032938611703556,-0.2593015059488062
1989-07-04,-0.0025648775420941917,0.0,-0.0033062903377887197,-0.007276017889088976,-0.01166436017758283,-0.01282438771047096,-0.016794115261771218,-0.018695555590353866
1989-07-05,0.26500000000001195,0.06500000000001194,0.007500000000015916,0.007500000000015916,-0.5474999999999682,1.730000000000024,1.1100000000000279,1.072500000000028
1989-07-06,0.2349999999999608,0.27237267964383965,0.41749999999994775,0.41487267964382657,0.8293633982192895,0.2168633982193157,0.36686339821930264,0.47673607786318145
1989-07-07,0.37736894926907905,0.37341612226890003,0.6623689492690864,0.6000000000000296,1.047368949269116,0.03973789853815816,0.30143608751991224,0.38973789853816554
1989-07-10,-0.639999999999988,-0.6633018110182372,-0.3039532261610379,-0.2999999999999841,-0.9700071122291679,-4.147255037179283,-3.2839532261610267,-3.5439532261610265
1989-07-11,-0.3089529542880138,-0.3400000000000205,-0.27500000000002556,-0.2650000000000205,-0.6927541912767937,-1.4947877214907652,-1.2803344527053524,-1.3580886439821
1989-07-12,0.22670886612565874,0.242500000000025,0.2675000000000313,0.22354782783317168,0.5044908202477175,0.4514816404953662,0.47398164049537245,0.47398164049537245
1989-07-13,0.07999999999998408,0.07999999999998408,0.12499999999998011,0.12499999999998011,0.248293018585572,0.16224563376974208,0.2572456337697381,0.25329301858557596
1989-07-14,-0.19500000000000453,-0.19890548185063542,-0.3071272707030855,-0.3000000000000057,-0.7559850072881925,-0.49166870028637105,-0.7716687002863721,-0.8005264368714745
1989-07-17,-0.7924999999999841,-0.8124999999999801,-0.6699999999999762,-0.6157139721634053,-0.6624999999999602,-0.7474999999999682,-0.40499999999996417,-0.20499999999996418
1989-07-18,-1.258885716266771,-1.325000000000037,-1.4700000000000444,-1.4038857162667784,-2.2307097494450563,-1.818564624167532,-1.8357097494450487,-1.7107097494450487
1989-07-19,1.0850000000000426,1.0850000000000426,1.2900000000000513,1.2900000000000513,1.9960468596427112,1.4892857888306283,1.6914272510575818,1.646427251057582
1989-07-20,0.8374999999999658,0.8374999999999658,1.119999999999959,1.119999999999959,1.8971430149995587,1.3399999999999523,1.6474999999999456,1.6724999999999455
1989-07-21,-1.1100000000000227,-1.1100000000000227,-1.4100000000000272,-1.4100000000000272,-2.2728568132166695,-1.5628568132166558,-1.8650000000000364,-1.876769551413759
1989-07-24,-0.2424999999999687,-0.24540940777907164,0.0170905922209346,0.020000000000037516,1.5470905922209597,1.3550000000000437,1.6175000000000501,2.0235954592588365
1989-07-25,0.7345881408743551,0.7874999999999972,1.0599999999999965,1.0099999999999965,2.06917628174871,1.4612644226230698,1.7337644226230693,1.8337644226230694
1989-07-26,0.0,0.0,0.0,-0.002911672243187614,-0.005823344486375228,-0.005823344486375228,-0.00873501672956284,-0.00873501672956284
1989-07-27,1.1650000000000311,1.1620878982976957,1.4100000000000374,1.4100000000000374,1.3470878982977272,0.6770878982977083,0.85500000000005,0.7120878982977146
1989-07-28,0.8795837163216009,0.9474999999999516,1.2049999999999421,1.2049999999999421,2.739999999999903,2.0978021258689394,2.4235631961378368,2.6153021258689297
1989-07-31,0.4350000000000511,0.4350000000000511,0.6050000000000614,0.6050000000000614,2.35487232584312,2.1678088098893777,2.3028088098893877,2.7971537190258853
1989-08-01,0.6149999999999545,0.6087908625044509,0.797064290159268,0.797064290159268,0.8452115391588847,0.6931472489995802,0.6569381115040677,0.549873821344736
1989-08-02,-0.7004354617532623,-0.8039280244022396,-0.8739280244022328,-0.869999999999959,-1.487499999999918,-1.2622080746783,-1.4214280244021988,-1.467499999999918
1989-08-03,-0.48750000000000565,-0.6300000000000069,-0.660000000000008,-0.6300000000000069,-0.45043900387144103,-0.5175000000000126,-0.4475000000000136,-0.34750000000001363
1989-08-04,-2.7154406467099372,-3.4529406467099375,-3.7,-3.4529406467099375,-7.168381293419874,-6.769466350004428,-7.119466350004427,-7.219466350004428
1989-08-07,-0.21152371903446754,-0.25238392146221245,-0.16032967522497749,-0.25238392146221245,-1.90031528099336,-1.5350831239177851,-1.72172292149004,-1.91172292149004
1989-08-08,0.23999999999996816,0.27999999999996017,0.31999999999995227,0.27999999999996017,0.5299999999999363,0.2837903039872939,0.3587903039872859,0.3687903039872859
1989-08-09,-0.22749999999998408,-0.2474999999999801,-0.26749999999997615,-0.2474999999999801,0.20352917749744875,0.2120544321311189,0.21250000000001593,0.2895544321311229
1989-08-10,0.17705364959718603,0.2500000000000369,0.32000000000004436,0.2500000000000369,-0.059999999999948254,-0.06499999999997781,-0.09499999999997044,-0.11999999999997045
1989-08-11,-1.4400000000000546,-1.35301383845447,-1.460000000000082,-1.3500000000000683,-5.170000000000095,-2.530000000000041,-3.4400000000000546,-3.6400000000000543
1989-08-14,-1.8699999999999497,-2.0399999999999374,-2.2939193824109956,-2.1199999999999375,-2.0984991559278616,-0.7145430689262772,-1.0975650254254474,-1.0214844078365177
1989-08-15,0.370324386092212,0.4403243860922052,0.5674999999999659,0.5636439190421195,-0.5110316948656547,0.07146830513437243,0.010112224176519162,-0.17603169486562756
1989-08-16,0.8042188078420296,0.953334485393768,1.3399116382144791,1.1945823929594437,0.9927413091211297,0.060905979051019785,0.2142291882768472,0.1773754912007517
1989-08-17,-0.3500000000000341,-0.40389636736205675,-0.5500000000000456,-0.5533329729355467,-0.2560702980076877,-0.07803514900382678,-0.1349666653696535,-0.0030351490038267952
1989-08-18,0.06500000000001194,0.06500000000001194,0.054173832160443004,0.020000000000015915,0.17500000000001992,-0.06999999999999602,-0.002499999999992042,0.0011082801136462405
1989-08-21,-0.3,-0.3,-0.3,-0.3,-0.3,0.0,-0.15,0.0
1989-08-22,-0.7750000000000102,-0.7750000000000102,-0.8000000000000136,-0.8000000000000136,-1.345000000000017,0.03999999999999659,-0.3675000000000068,-0.24500000000000682
1989-08-23,0.4500000000000341,0.4500000000000341,0.4500000000000455,0.4500000000000455,0.8430945510532419,-0.04999999999998864,0.20000000000002274,0.15000000000002273
1989-08-24,0.33500000000000346,0.33500000000000346,0.33000000000000457,0.33000000000000457,0.5400000000000046,-0.03999999999999886,0.14750000000000227,0.09500000000000226
1989-08-25,-0.025000000000030696,-0.025000000000030696,-0.07500000000004092,-0.07500000000004092,0.10499999999995908,-0.08000000000001023,-0.05550783060830109,-0.010000000000020463
1989-08-28,-0.38500000000000345,-0.38500000000000345,-0.43000000000000455,-0.43000000000000455,-0.3400000000000045,-0.0660156612165624,-0.2135156612165635,-0.05101566121656353
1989-08-29,-0.06499999999996418,-0.06499999999996418,-0.11999999999995226,-0.11999999999995226,-0.14999999999995223,-0.06300176490548788,-0.07550176490547594,-0.13800176490547597
1989-08-30,0.09499999999998465,0.09499999999998465,0.08499999999997954,0.08499999999997954,0.08499999999997954,-0.010000000000005114,0.04249999999998977,-0.02000000000001023
1989-08-31,-0.2850000000000034,-0.2850000000000034,-0.25500000000000456,-0.25500000000000456,-0.6179742825672963,-0.09297428256729282,-0.33750000000000224,-0.30686441032732065
1989-09-01,1.050000000000017,1.050000000000017,1.1500000000000228,1.1500000000000228,1.5000000000000229,0.25000000000000566,0.7460710165498556,0.4000000000000057
1989-09-04,0.0,0.0,0.0,-0.003928983450155755,0.0,-0.0033601756838768813,-0.003928983450155755,-0.0033601756838768813
1989-09-05,-0.4850000000000256,-0.4850000000000256,-0.6050000000000341,-0.5050000000000255,-0.4650000000000341,-0.17250000000000854,-0.23250000000001705,-0.11250000000000852
1989-09-06,-0.1649999999999881,-0.1649999999999881,-0.09499999999998408,-0.07499999999998806,-0.7249999999999841,-0.162499999999996,-0.3654881684910007,-0.432499999999996
1989-09-07,0.02999999999996078,0.02999999999996078,0.0649999999999477,0.03499999999996078,0.029999999999947704,-0.005000000000013074,0.009999999999973853,-0.022985505605952406
1989-09-08,0.2800000000000068,0.2800000000000068,0.3650000000000091,0.3050000000000068,0.19000000000000908,0.08201560883554103,0.0670156088355433,0.032015608835541026
1989-09-11,0.2800000000000034,0.2800000000000034,0.29000000000000453,0.2600000000000034,0.43000000000000455,0.11903040306921163,0.2057030466757911,0.16201520153460638
1989-09-12,0.12500000000002728,0.12500000000002728,0.050000000000036376,0.06000000000002728,0.5050000000000364,-0.0664000516307646,0.1310999483692445,0.12528807778609224
1989-09-13,-0.0950000000000034,-0.0950000000000034,-0.23500000000000454,-0.2050000000000034,0.5349999999999955,-0.2858179119456203,-0.0950000000000034,-0.06500000000000226
1989-09-14,0.125,0.125,0.175,0.175,-0.175,0.2570324998754901,0.11002708322957505,0.10703249987549006
1989-09-15,0.3299999999999881,0.3299999999999881,0.3149999999999841,0.29499999999998805,0.5599999999999841,0.414999999999992,0.504999999999988,0.5199999999999919
1989-09-18,0.10500000000000341,0.10500000000000341,0.09000000000000453,0.06000000000000341,0.39568792843213507,0.20700189483539044,0.32368603359674586,0.3420018948353904
1989-09-19,0.055,0.055,0.04,0.04,0.18450189483538817,0.10510518221362214,0.14850568450616453,0.15010518221362212
1989-09-20,-0.5300000000000069,-0.5300000000000069,-0.565000000000009,-0.5050000000000068,-0.9709985399335869,-0.6859985399335846,-0.9119022929102695,-0.7609985399335847
1989-09-21,-0.5850000000000035,-0.5850000000000035,-0.5550000000000045,-0.5250000000000035,-1.4625000000000046,-1.0650000000000035,-1.4025000000000047,-1.2450000000000034
1989-09-22,0.01,0.01,-0.02,-0.02,0.315,0.2436956061779091,0.274828539546265,0.3336956061779091
1989-09-25,-0.8900000000000102,-0.8900000000000102,-0.9700000000000136,-0.8800000000000102,-1.3900000000000137,-0.6600000000000102,-0.9833407768604986,-0.6900000000000103
1989-09-26,0.28500000000001535,0.28500000000001535,0.2800000000000205,0.2700000000000154,0.5691554882215744,0.2601115226305395,0.30027318261988456,0.3113908770181999
1989-09-27,-0.10833401131972842,-0.10500000000001876,-0.165000000000025,-0.12500000000001876,0.07166598868026533,0.13249999999999373,0.1361252165317781,0.19612521653178433
1989-09-28,-0.44499999999996764,-0.4199999999999676,-0.4099999999999568,-0.31999999999996764,-1.6418161988023554,-0.9188902136418019,-1.1899999999999893,-1.2
1989-09-29,-0.0850000000000034,-0.1100000000000034,-0.15500000000000455,-0.12500000000000341,0.09110877144115277,0.12551282374720607,0.11843900353098151,0.16051282374720607
1989-10-02,-0.2713855805606352,-0.2550000000000119,-0.0688855805606392,-0.08500000000001193,-2.3313855805606316,-0.7363855805606152,-1.3868605055849776,-1.4068605055849737
1989-10-03,0.38999999999998863,0.6399999999999829,0.6199999999999829,0.6199999999999829,0.5122088531280763,-0.39668672030786006,-0.08668672030786574,-0.18668672030786004
1989-10-04,0.16250000000002046,0.2411297536781335,0.2150000000000307,0.2150000000000307,0.31657170484172,-0.2826526990522481,-0.10683439390106278,-0.12979854148021813
1989-10-05,0.1600000000000068,0.3100000000000068,0.4850000000000102,0.4850000000000102,-0.2699999999999966,0.322793304437884,0.15779330443788744,0.15279330443788405
1989-10-06,0.697011112341359,0.9970111123413591,1.0199999999999982,1.0199999999999982,0.9440222246827195,-0.36377388333324573,0.01287054806690444,-0.18377388333324568
1989-10-09,0.2824999999999818,0.4699999999999818,0.4799999999999727,0.4799999999999727,0.490242862875035,-0.4170142742499209,0.008848305880508703,-0.2670142742499209
1989-10-10,-0.09499999999998977,-0.24499999999998975,-0.23499999999998464,-0.23499999999998464,-0.1472665845183827,-0.7191225615005837,-0.6041225615005786,-0.655980815065452
1989-10-11,-0.21249999999999206,-0.34999999999999204,-0.36999999999998806,-0.36999999999998806,-0.616395301082984,-0.5027826935927006,-0.6238873925097008,-0.6238873925097008
1989-10-12,0.17499999999998408,0.2749999999999841,0.31499999999997613,0.31499999999997613,0.43999999999996814,0.6016166390288386,0.5866166390288385,0.5866166390288385
1989-10-13,0.23999999999999205,0.414999999999992,0.43499999999998806,0.43499999999998806,0.7011188692892107,0.5999999999999801,0.6711188692892067,0.6711188692892067
1989-10-16,-0.14250000000000226,-0.18000000000000227,-0.2100000000000034,-0.2100000000000034,-0.4454451200488636,-0.2243272960463181,-0.3854451200488648,-0.3854451200488648
1989-10-17,-0.1074999999999818,-0.1449999999999818,-0.1549999999999727,-0.1549999999999727,-0.4124999999999545,-0.17249999999994542,-0.3224999999999454,-0.3224999999999454
1989-10-18,0.010000000000002274,-0.04387751255056599,-0.00999999999999659,-0.00999999999999659,5.684341886080802e-15,0.027052869129004994,0.027052869129004994,0.02410573825800317
1989-10-19,0.08499999999998181,0.2199999999999727,0.2199999999999727,0.2199999999999727,0.12113911189580073,0.49204709636705396,0.3120470963670539,0.3720470963670539
1989-10-20,-0.12633833613154524,-0.2150000000000034,-0.21795202638124656,-0.21795202638124656,-0.3708248533994868,-0.3793081055249794,-0.3793081055249794,-0.37635607914373626
1989-10-23,0.2787115452060347,0.45704511724882274,0.40616129894045294,0.41000000000003073,1.0670451172488535,0.34204511724885345,0.4920451172488534,0.4890902344976454
1989-10-24,0.4800000000000068,0.4800000000000068,0.540000000000009,0.47615570876219454,0.9800000000000136,0.7716628116359068,0.7866628116359068,0.7816628116359068
1989-10-25,0.0049999999999727155,0.0049999999999727155,0.01499999999996362,0.01499999999996362,-0.11383870105963236,0.21999999999994543,0.12616129894036765,0.15282380041778307
1989-10-26,-0.2049999999999727,-0.20883531470467775,-0.2149999999999636,-0.2149999999999636,-0.5233416215899024,-0.23883531470465047,-0.32717693629460753,-0.3863353147046414
1989-10-27,-0.47680554132949077,-0.5600000000000136,-0.5638521331167851,-0.5600000000000136,-1.1568055413295042,-0.9950000000000239,-1.2000000000000273,-1.1950000000000272
1989-10-30,0.06,0.09704437516055452,0.1,0.09704437516055452,0.3670443751605545,-0.0838521331167715,0.08280119730613741,0.03894906418936592
1989-10-31,-0.065,-0.065,-0.03130196455280833,-0.065,0.0175,-0.33,-0.2138521069932435,-0.25
1989-11-01,0.33499999999996816,0.33499999999996816,0.4499999999999602,0.3316682922003014,0.6449999999999363,0.7090871850205916,0.6340871850205917,0.6522867826250813
1989-11-02,0.19000000000002046,0.19000000000002046,0.27500000000002556,0.2650000000000205,0.4550000000000409,0.3600000000000307,0.3600000000000307,0.35000000000002557
1989-11-03,-0.7099999999999773,-0.7133267948512889,-0.9724999999999716,-0.8762793607096484,-1.6424999999999546,-1.1749999999999658,-1.2199999999999658,-1.1199999999999717
1989-11-06,-0.5250000000000296,-0.6500000000000296,-0.7200000000000369,-0.7200000000000369,-1.198764498423044,-0.9025289968460137,-0.9137644984230291,-0.8437644984230217
1989-11-07,1.237044225329523,1.527500000000007,1.697500000000009,1.697500000000009,2.6536855350535022,1.7440124981235845,1.9590124981235864,1.7890124981235844
1989-11-08,0.29500000000000454,0.3795445106402934,0.41250000000000564,0.41250000000000564,0.6103387185621223,0.3225000000000023,0.3525000000000034,0.3225000000000023
1989-11-09,-0.39499999999998864,-0.5074999999999886,-0.5724999999999858,-0.5724999999999858,-0.7299999999999858,-0.37012575290966493,-0.4646678498753803,-0.4184807263302185
1989-11-10,-0.07000000000004092,-0.07000000000004092,-0.09500000000005117,-0.09500000000005117,-0.11000000000005117,-0.055000000000040926,-0.07000000000004092,-0.07000000000004092
1989-11-13,-0.2849999999999523,-0.29749999999995225,-0.34749999999994036,-0.34749999999994036,-0.32999999999994034,-0.3274999999999523,-0.30999999999995226,-0.30999999999995226
1989-11-14,0.4049999999999568,0.4424999999999568,0.547499999999946,0.544548488174818,0.6299999999999459,0.39749999999995683,0.4799999999999568,0.4762151901213095
1989-11-15,0.6246672584281461,0.7611518545371802,0.788936985734469,0.829906963103109,0.8039432597552099,0.8817094824241819,0.8974328902351165,0.8288399019021013
1989-11-16,0.07704911462134999,0.08,0.04,0.08,-0.08335677450622783,0.19664322549377217,0.07621289360481616,0.07621289360481616
1989-11-17,-0.4300000000000205,-0.6154506664041459,-0.620450666404151,-0.6225000000000256,-0.9775000000000256,-0.8305725396632084,-0.8218026656165276,-0.8155725396632084
1989-11-20,-0.1679488583153665,-0.15249999999996816,-0.18249999999996022,-0.18249999999996022,-0.12044885831535852,-0.24589771663075682,-0.21294885831535854,-0.21294885831535854
1989-11-21,0.36999999999998867,0.4399999999999886,0.4849999999999858,0.48205147014614314,0.6199999999999858,0.6016540385924937,0.5849999999999858,0.5849999999999858
1989-11-22,0.2850000000000045,0.4095515595218928,0.4575000000000056,0.44250000000000567,0.7275000000000056,0.3225000000000057,0.49500000000000566,0.49500000000000566
1989-11-23,-0.002948440478111695,0.0,0.0,0.0,-0.0037670381350185483,-0.0037670381350185483,-0.0037670381350185483,-0.0037670381350185483
1989-11-24,0.07499999999998863,0.16999999999998863,0.3099999999999858,0.2649999999999858,0.5949999999999829,-0.045000000000017054,0.18499999999998296,0.18499999999998296
1989-11-27,-1.2300000000000182,-1.3250000000000182,-1.2850000000000228,-1.3650000000000229,-1.5150000000000272,-2.143816268381002,-1.9988162683810018,-1.9955369985128426
1989-11-28,0.09500000000001592,0.04250000000001592,-0.05749999999998011,-0.017499999999980104,-0.22546033983380606,0.05965122495308912,-0.1131668050304935,-0.10034877504691089
1989-11-29,-0.004999999999984084,-0.12499999999998408,-0.23499999999998009,-0.1899999999999801,-0.5879599698664749,-0.5169530271156917,-0.6486819782041416,-0.6936819782041417
1989-11-30,0.3450000000000045,0.44000000000000455,0.4600000000000056,0.46500000000000563,0.6650000000000069,0.4340886799200035,0.5190886799200034,0.5071331240680422
1989-12-01,0.22000000000000455,0.30500000000000455,0.3550000000000057,0.3450000000000057,0.5850000000000068,0.3690885669094467,0.4740885669094466,0.37908856690944553
1989-12-04,0.0049999999999954525,-0.02000000000000455,-0.1000000000000057,-0.07500000000000569,-0.25500000000000683,-0.1000000000000057,-0.17500000000000568,-0.17000000000000454
1989-12-05,0.13499999999997955,0.08249999999997953,-0.00750000000002558,0.032499999999974424,-0.2425000000000307,-0.013346915252365824,-0.14584691525236582,-0.16954404759840278
1989-12-06,-0.07999999999998408,-0.1849999999999841,-0.2649999999999801,-0.23499999999998009,-0.5849999999999761,-0.21961675547052398,-0.3816934043764152,-0.3616934043764192
1989-12-07,-0.5450000000000046,-0.6000000000000045,-0.5400000000000056,-0.5850000000000056,-0.5508095958340142,-0.8666191916680202,-0.7895239895850239,-0.7595239895850229
1989-12-08,0.6100000000000136,0.7525000000000136,0.8525000000000171,0.8475000000000171,1.2325000000000206,0.7938219496697445,0.9463219496697446,0.8530414448332547
1989-12-11,0.125,0.065,-0.007900053042584638,0.03,-0.16,0.38,0.25,0.275
1989-12-12,-0.07000000000000454,-0.08000000000000454,-0.12000000000000569,-0.12000000000000569,-0.19289735831129592,0.009999999999995452,-0.02000000000000455,0.006332717860224557
1989-12-13,0.14499999999995908,0.14960098681927003,0.10249999999994884,0.09960098681925979,0.06460098681924956,0.4224999999999591,0.3699999999999591,0.3324999999999591
1989-12-14,0.47384881684550156,0.5800000000000296,0.6500000000000369,0.6500000000000369,0.914212813969974,0.571319220954924,0.6742128139699592,0.571319220954924
1989-12-15,0.12750000000000453,0.10750000000000454,0.0975000000000057,0.11750000000000568,0.04671312480314063,0.3209451329881162,0.2034451329881162,0.26136438341098317
1989-12-18,0.46210685764514076,0.4634448038469541,0.5034448038469552,0.5021068576451418,0.7742137152902794,0.4273051874537359,0.5726585191372277,0.5376585191372265
1989-12-19,-0.172500000000025,-0.2375000000000313,-0.32750000000003754,-0.2625000000000313,-0.3803941010768562,-0.018663681315009204,-0.09691201147551112,-0.031912011475504896
1989-12-20,-0.06038633013745974,-0.015386330137463714,0.057499999999976126,0.008839758090727769,-0.020386330137467688,-0.29365899041235927,-0.20327266027491545,-0.2482726602749115
1989-12-21,-0.3561558051520288,-0.3824999999999602,-0.395742633385568,-0.4024999999999523,-0.5174999999999522,-0.6499999999999444,-0.6474999999999443,-0.6174999999999523
1989-12-22,-0.7125000000000115,-0.7125000000000115,-0.9100000000000136,-0.7785661459973272,-1.0475000000000136,-0.9700000000000161,-1.1075000000000161,-1.0475000000000136
1989-12-25,-0.002845957189867112,0.0,0.0,0.0,0.0,-0.009659300476313653,-0.0068133432864465404,-0.0068133432864465404
1989-12-26,-1.6974999999999911,-1.667499999999991,-2.0899999999999896,-2.11999999999999,-2.5524999999999896,-1.9574999999999898,-2.2999999999999896,-2.234999999999991
1989-12-27,0.014999999999994316,-0.005000000000005684,-0.04000000000000682,-0.02000000000000682,0.028184185893528828,0.07605363333447974,0.06745359692916827,0.10462062214712928
1989-12-28,0.66,0.5771640501434699,0.55716405014347,0.64,0.7568147546907276,0.7096505754836574,0.6964179103964648,0.6932326650871925
1989-12-29,0.04749999999998008,0.03249999999998008,-0.05500000000002387,-0.04000000000002387,0.04392610601711892,0.352499999999996,0.18249999999999597,0.225
1990-01-01,-0.0027738988437575832,0.0,0.0,-0.0027738988437575832,-0.0055477976875151665,-0.008321696531272748,-0.008321696531272748,-0.011095595375030333
1990-01-02,-0.7999999999999602,-0.7099999999999602,-0.6649999999999523,-0.7549999999999523,-0.8049999999999682,-0.934999999999992,-0.8999999999999919,-0.855
1990-01-03,-0.16250000000003126,-0.22250000000003128,-0.4400000000000375,-0.38318698914468763,-0.09926146537168903,0.6747301249589235,0.4124999999999937,0.5672301249589298
1990-01-04,0.6750000000000369,0.6222301249589667,0.6418205111087196,0.6700000000000443,0.5314180901949896,0.5414180901949748,0.5382386013036501,0.4464180901949674
1990-01-05,-0.19384123607952422,-0.17750000000002558,-0.14750000000003072,-0.17107634957630122,-0.16052977300646648,-0.19026488650322812,-0.18,-0.172764886503223
1990-01-08,0.12185026768008121,0.075,-0.027741850638648723,0.025,0.225,0.575,0.45,0.475
1990-01-09,-0.08500000000003184,-0.02023907948341256,0.08249999999995225,0.01976092051658744,-0.21047815896676145,-0.4129781589667455,-0.37176642181610076,-0.4282172384501103
1990-01-10,-0.32499999999998413,-0.3374999999999801,-0.27749999999997615,-0.2974999999999801,-0.36499999999999205,-0.4510478493773101,-0.44354784937730607,-0.43023858892600675
1990-01-11,-0.37999999999998413,-0.3874999999999801,-0.3074999999999761,-0.3374999999999801,-0.44314257775156257,-0.582499999999996,-0.564999999999992,-0.5602400908614121
1990-01-12,0.35999999999999094,0.11249999999998864,-0.24750000000001365,-0.037500000000011365,0.8924999999999954,1.7610037637653706,1.4412531364711392,1.6137531364711417
1990-01-15,-0.7350000000000136,-1.0191949250807701,-1.1060536139184245,-1.012500000000017,-0.3675000000000068,0.09749999999999659,-0.18355361391841085,0.09394638608159257
1990-01-16,-0.5135468247240168,-0.5049999999999727,-0.6456119146980728,-0.659158739422117,-0.30915873942213745,-0.08319902664362151,-0.1660642100930119,-0.0148577660657794
1990-01-17,-0.10310968069952539,-0.028542990144126725,0.12145700985587046,0.024999999999988632,-0.33165267084363503,-0.5601956609877448,-0.5164860501455912,-0.6476956609877391
1990-01-18,-0.3174999999999864,-0.6649999999999864,-0.9349999999999818,-0.8685513024240811,0.8339486975759008,1.9893531432088238,2.0874999999999817,2.5299999999999776
1990-01-19,0.19636075143153084,0.3386695508690893,0.3986695508690813,0.3520623692344917,-0.25883044913087894,-0.7683928183653786,-0.6624999999999682,-0.8433928183653627
1990-01-22,-0.6125,-0.5125,-0.3125,-0.4158786659466435,-0.725,-0.9,-0.8625,-0.85
1990-01-23,0.4225,0.3625,0.23913569914598695,0.3025,0.321635699145987,0.3172664617398851,0.34703292347977016,0.28453292347977016
1990-01-24,-0.6350000000000046,-0.5950000000000045,-0.5150000000000046,-0.5550000000000045,0.4300000000000068,0.9800000000000091,0.7450000000000091,1.1400000000000137
1990-01-25,-0.7663507663250235,-0.6763507663250236,-0.4929722493028157,-0.5829722493028157,-0.2950000000000362,-0.1761079734848071,-0.18337851702225613,0.03727054353737684
1990-01-26,0.049999999999992606,0.029999999999992612,-0.08336381625436226,-0.06336381625436226,0.7454737633456114,1.2975371150645714,1.0872884481965754,1.3411961935592187
1990-01-29,0.07000000000000513,0.06000000000000511,0.040000000000005115,0.05000000000000512,-0.023488142906260855,-0.06958172015349529,-0.06930977071825184,-0.10914325562400243
1990-01-30,-0.1933312442817,-0.17333124428170002,-0.1333312442817,-0.15333124428170003,0.4212329439686927,0.7725000000000591,0.7200000000000591,0.9295641882504222
1990-01-31,-0.36,-0.3,-0.18,-0.24,-1.6459696797698242,-1.9708357845042843,-1.7062952286035045,-2.270969679769833
1990-02-01,-0.18,-0.15,-0.09,-0.12,-0.5652612251941063,-0.6834783835239369,-0.6684783835239368,-0.7484783835239389
1990-02-02,-0.48,-0.4,-0.24,-0.32,0.7047373621303028,0.8558087912488624,0.8984401101837326,1.2433087912488747
1990-02-05,-0.3033263989841611,-0.2533263989841611,-0.1562997380220652,-0.20629973802206522,0.13946999622556217,0.13683749528195271,0.13420499433834326,0.2842049943383433
1990-02-06,0.6070225817339553,0.5070225817339553,0.4099999999999909,0.5099999999999909,0.5621513728975078,0.2669189548292131,0.2195351638633559,0.18691895482919488
1990-02-07,0.307499999999996,0.257499999999996,0.157499999999996,0.207499999999996,0.06167530525762206,-0.0554741926335345,-0.0554741926335345,-0.12797419263354246
1990-02-08,-0.23999999999998917,-0.23999999999998917,-0.24334201121691837,-0.23999999999998917,-1.3199999999999137,-1.3356904854574563,-1.3330754045478659,-1.6656904854574346
1990-02-09,-0.46750000000000036,-0.47750000000000037,-0.637500000000001,-0.4875000000000003,-2.675000000000004,-2.686309855330572,-2.691309855330572,-3.3738098553305735
1990-02-12,0.959999999999992,0.839999999999992,0.639999999999984,0.719999999999992,1.047943712760279,1.0737201680541673,1.0137201680541672,1.1106955888506413
1990-02-13,-0.3950000000000012,-0.35500000000000115,-0.30500000000000227,-0.31500000000000117,-0.5106039638432791,-0.26893815723777925,-0.24330225163359226,-0.34393815723778043
1990-02-14,0.42500000000000626,0.36500000000000626,0.2850000000000125,0.30500000000000627,0.24436377317151164,0.3950000000000063,0.3719774989556352,0.33702569098609036
1990-02-15,0.6033462731032957,0.5523357928040019,0.5504699914451343,0.5009933624617878,0.8269282370080634,0.5641078567469501,0.516247200293857,0.5629774914714523
1990-02-16,-0.21750000000000227,-0.19750000000000226,-0.21750000000000455,-0.17750000000000227,-0.3601907262612786,-0.25788145252254135,-0.23093020437569006,-0.2835255675063271
