date,account_value,daily_return
2025-01-02,800000.0,
2025-01-03,805513.8142444759,0.006892267805594932
2025-01-06,809647.3400661685,0.005131539333772306
2025-01-07,806980.7721989086,-0.0032934930250519967
2025-01-08,808369.6569069781,0.001721087733336013
2025-01-09,,0.0
2025-01-10,808415.0920267864,5.620586995092047e-05
2025-01-13,806946.4438944446,-0.00181670053766525
2025-01-14,807645.5884445558,0.0008664076227127282
2025-01-15,812079.1177136563,0.005489449001559121
2025-01-16,809483.6611649357,-0.003196063649596015
2025-01-17,813826.3721799187,0.005364791438450256
2025-01-20,,0.0
2025-01-21,818292.1491051796,0.005487382908591298
2025-01-22,824454.3421504883,0.007530553790656702
2025-01-23,827924.4095779976,0.004208926134657842
2025-01-24,826547.9428858857,-0.0016625511655267156
2025-01-27,811017.5484399932,-0.01878946597056219
2025-01-28,818418.3341766865,0.00912530900339803
2025-01-29,816308.4965438072,-0.00257794522040089
2025-01-30,820108.2141371404,0.00465475688348338
2025-01-31,821750.2113219704,0.0020021713677842445
2025-02-03,818100.3222522072,-0.004441604053732506
2025-02-04,823176.0459731007,0.006204280309926036
2025-02-05,822333.2645235332,-0.001023816780979403
2025-02-06,824434.4234354704,0.002555118469097506
2025-02-07,822050.9560972598,-0.0028910332592355648
2025-02-10,830445.9291830574,0.01021222957473733
2025-02-11,830623.67543425,0.00021403711541756465
2025-02-12,833807.3864399607,0.0038329162770929237
2025-02-13,836740.6001660527,0.003517855291035099
2025-02-14,832148.0922049468,-0.005488568333118393
2025-02-17,,0.0
2025-02-18,840333.5837746124,0.009836580347106771
2025-02-19,840131.9575284764,-0.00023993596118143667
2025-02-20,837163.1712837464,-0.003533714219684847
2025-02-21,825516.3382686259,-0.013912261569343332
2025-02-24,822470.9067344854,-0.003689123271052086
2025-02-25,811585.4627589782,-0.01323505048795759
2025-02-26,810320.0826162535,-0.0015591458950275916
2025-02-27,799881.5809727815,-0.012881948587241676
2025-02-28,802560.5464173243,0.0033492025673160786
2025-03-03,793967.273302589,-0.010707320653994601
2025-03-04,795531.9123623597,0.0019706593865795874
2025-03-05,803267.2481486406,0.009723476413800336
2025-03-06,793634.5460821078,-0.01199190193392563
2025-03-07,797566.8666700392,0.0049548253756643845
2025-03-10,778556.6004617347,-0.023835325917782035
2025-03-11,781687.9201942233,0.004021955154746015
2025-03-12,787486.4368652939,0.007417943300991325
2025-03-13,783298.1486471058,-0.005318552831030554
2025-03-14,793471.9674162964,0.012988437144607845
2025-03-17,797389.9447854585,0.004937764067355577
2025-03-18,793823.8804881488,-0.00447217113863807
2025-03-19,797589.7510826674,0.004743962341121399
2025-03-20,795658.7831462986,-0.002421003948142042
2025-03-21,794357.450558875,-0.0016355410321465813
2025-03-24,804590.0309592427,0.012881581702504974
2025-03-25,805840.9643058986,0.0015547462664489142
2025-03-26,801494.7341675637,-0.005393409284024764
2025-03-27,804248.9092802487,0.003436298449977393
2025-03-28,792261.122454897,-0.014905568023809934
2025-03-31,795103.6471075842,0.0035878633598469545
2025-04-01,794035.5050069165,-0.0013433998253603585
2025-04-02,798395.9775536521,0.005491533463226839
2025-04-03,771342.5454131173,-0.033884730010074304
2025-04-04,741974.3164512059,-0.03807417228124288
2025-04-07,743295.442681127,0.0017805552033660632
2025-04-08,743630.3661696301,0.0004505926839737384
2025-04-09,792839.5456299726,0.06617424690954232
2025-04-10,785152.5152829809,-0.009695568781049824
2025-04-11,799624.9627947315,0.01843265764299895
2025-04-14,796842.5443358048,-0.0034796543234493216
2025-04-15,796476.1274366551,-0.0004598360137196833
2025-04-16,792245.7430298633,-0.005311376274900637
2025-04-17,793558.9817382026,0.001657615354696551
2025-04-18,,0.0
2025-04-21,796183.1986484389,0.0033068958585640296
2025-04-22,801125.2460715756,0.006207173715202741
2025-04-23,801354.276777803,0.00028588626728520694
2025-04-24,810323.9604165684,0.011193156258967107
2025-04-25,809682.6607231655,-0.0007914114906256708
2025-04-28,810606.6762888989,0.0011412070562411003
2025-04-29,808813.2245766756,-0.00221248080565295
2025-04-30,806123.5036628196,-0.0033255154986662205
2025-05-01,808261.0059754746,0.002651581678170478
2025-05-02,817824.454260706,0.011832128748670012
2025-05-05,824141.6996253644,0.007724451539382171
2025-05-06,825141.2748878201,0.0012128682032592764
2025-05-07,821080.8671508406,-0.004920863687895793
2025-05-08,824201.0588307641,0.0038001027727643244
2025-05-09,825630.3139980738,0.0017341098412773093
2025-05-12,836254.8265048971,0.01286836532851443
2025-05-13,843391.3097117624,0.008533861905098972
2025-05-14,841475.5874681509,-0.0022714512487284066
2025-05-15,842993.5928925916,0.0018039803495764062
2025-05-16,841349.8679501173,-0.0019498664715044134
2025-05-19,846169.7101744375,0.005728701468823427
2025-05-20,850201.6153993689,0.00476488956819332
2025-05-21,850151.9213967924,-5.8449668497995155e-05
2025-05-22,846647.8971641029,-0.004121644784302103
2025-05-23,847518.7719805051,0.0010286151059009097
2025-05-26,,0.0
2025-05-27,848553.993362015,0.0012214730997530676
2025-05-28,847666.8143061977,-0.0010455186856198617
2025-05-29,848576.6108585319,0.0010732949986709261
2025-05-30,845516.1253844383,-0.003606610687745926
2025-06-02,857023.6503376304,0.013610059711114175
2025-06-03,857533.9105559575,0.0005953863911760671
2025-06-04,855738.3656156766,-0.002093847156571016
2025-06-05,853226.5341488675,-0.0029352797160169253
2025-06-06,858752.7722463103,0.00647687088512261
2025-06-09,859541.4707479351,0.0009184232378800505
2025-06-10,861278.4999092773,0.0020208788295352775
2025-06-11,858711.501889229,-0.0029804505979409424
2025-06-12,860952.0703627861,0.0026092214540360814
2025-06-13,861537.9359742398,0.0006804857455153801
2025-06-16,864867.0778196385,0.003864184856391839
2025-06-17,858130.0250296232,-0.0077896973567310734
2025-06-18,856257.2403084845,-0.002182402044578313
2025-06-19,,0.0
2025-06-20,854223.615368068,-0.002375016344018155
2025-06-23,857144.6687208876,0.003419541792415881
2025-06-24,856863.9768859227,-0.0003274731153420918
2025-06-25,857841.4679802314,0.0011407774403833226
2025-06-26,859859.832486975,0.002352840917676513
2025-06-27,858414.6936794664,-0.0016806678866819746
2025-06-30,861565.6818348112,0.0036707062199023976
2025-07-01,862766.4380428423,0.0013936908506777534
2025-07-02,868353.6637925783,0.006475942391095391
2025-07-03,872619.7027127824,0.00491278968245723
2025-07-04,,0.0
2025-07-07,871758.7803364571,-0.0009865951612700874
2025-07-08,870023.3330717598,-0.001990742512541721
2025-07-09,870435.7632500436,0.00047404496248115713
2025-07-10,871716.0479198736,0.0014708548567095026
2025-07-11,876370.4597672585,0.005339366940062096
2025-07-14,876644.5575208458,0.00031276471101060466
2025-07-15,877951.4323304198,0.0014907693184906812
2025-07-16,878382.7050698576,0.0004912261926528494
2025-07-17,881348.9563374605,0.0033769463475115113
2025-07-18,880318.9586173797,-0.0011686605091826285
2025-07-21,883103.6540961771,0.0031632801401562105
