date,daily_return
2025-01-01,0.0
2025-01-02,-69.40303632602937
2025-01-03,1.7851625690691053
2025-01-06,-26.366862872739024
2025-01-07,0.0
2025-01-08,12.13192774508874
2025-01-09,5.485241968378203
2025-01-10,0.0
2025-01-13,-5.328130891683196
2025-01-14,-5.321936202266326
2025-01-15,0.0
2025-01-16,5.310368749654354
2025-01-17,0.0
2025-01-20,0.0
2025-01-21,0.0
2025-01-22,5.074946814557383
2025-01-23,25.29463187204559
2025-01-24,-5.009297255706593
2025-01-27,0.0
2025-01-28,5.023469650205761
2025-01-29,0.0
2025-01-30,5.033340849789288
2025-01-31,10.087234403117879
2025-02-03,-15.060361930617917
2025-02-04,-10.01891571286589
2025-02-05,0.0
2025-02-06,15.083138258078813
2025-02-07,-5.041745654015533
2025-02-10,0.0
2025-02-11,-5.02185511345375
2025-02-12,-10.045324504162783
2025-02-13,4.9743324445859365
2025-02-14,-0.005799575514198138
2025-02-17,0.0
2025-02-18,19.82317725885105
2025-02-19,-9.932301433429743
2025-02-20,-9.868083460302673
2025-02-21,4.9478692495863585
2025-02-24,0.0
2025-02-25,-4.935054680405858
2025-02-26,0.0
2025-02-27,14.882724133825738
2025-02-28,14.911248250413255
2025-03-03,-29.529186648082963
2025-03-04,0.0
2025-03-05,4.847140574832095
2025-03-06,4.852597498388937
2025-03-07,-4.837685960648328
2025-03-10,-4.853539589351723
2025-03-11,-4.828902332552984
2025-03-12,-4.822382025246134
2025-03-13,-4.827442621335312
2025-03-14,0.0
2025-03-17,9.239697770344755
2025-03-18,-4.422600643007675
2025-03-19,-8.844112897023763
2025-03-20,-0.0007394537907224583
2025-03-21,4.259933390132446
2025-03-24,4.256702371370194
2025-03-25,8.496748615590876
2025-03-26,8.155719878207917
2025-03-27,4.053678423621207
2025-03-28,-8.115628381512055
2025-03-31,28.453962649818823
2025-04-01,-8.126368906190745
2025-04-02,-8.078973893372932
2025-04-03,8.01587907473853
2025-04-04,-16.28980335880231
2025-04-07,-8.255041471755966
2025-04-08,28.794396257904005
2025-04-09,8.19186119086233
2025-04-10,-20.245725259723734
2025-04-11,-16.048910966755827
2025-04-14,0.0
2025-04-15,11.911784725688841
2025-04-16,-19.824038062153303
2025-04-17,3.958410302422547
2025-04-18,0.0
2025-04-21,0.0
2025-04-22,-7.90073664963619
2025-04-23,-7.918917633386843
2025-04-24,3.7497843873977246
2025-04-25,15.021060604944234
2025-04-28,10.607098195676972
2025-04-29,0.0
2025-04-30,17.82564641423029
2025-05-01,-7.158465827744707
2025-05-02,-10.743284504790923
2025-05-05,-10.723557963652985
2025-05-06,-3.5524111523273896
2025-05-07,-7.146618521026105
2025-05-08,-3.585690453004809
2025-05-09,-3.572073156058236
2025-05-12,0.0
2025-05-13,7.139612145608167
2025-05-14,-3.3942283033384126
2025-05-15,6.766297061706401
2025-05-16,-3.210538505543301
2025-05-19,-3.180804406723846
2025-05-20,-6.350439674558644
2025-05-21,-3.168622323974432
2025-05-22,-0.0007157296369084193
2025-05-23,0.0
2025-05-26,-0.0007081350865451762
2025-05-27,12.953847292645914
2025-05-28,5.198277142432793
2025-05-29,0.0
2025-05-30,5.20395798175641
2025-06-02,0.0
2025-06-03,-7.769490321434914
2025-06-04,-10.335459484998818
2025-06-05,2.578306862716209
2025-06-06,0.0
2025-06-09,0.0
2025-06-10,-2.5937453683118425
2025-06-11,0.0
2025-06-12,0.0
2025-06-13,0.0
2025-06-16,10.313835273316634
2025-06-17,-2.607270560190703
2025-06-18,-7.8253092860336855
2025-06-19,0.0
2025-06-20,2.6024239720425313
2025-06-23,0.0
2025-06-24,2.5708829146466874
2025-06-25,15.369977310986016
2025-06-26,10.198878123406425
2025-06-27,-2.552136502843954
2025-06-30,15.290933688134253
2025-07-01,-2.7289638311212245
2025-07-02,-11.735055607756866
2025-07-03,-16.48110167008516
2025-07-04,0.0
2025-07-07,-6.618133686300462
2025-07-08,3.312476996687523
2025-07-09,-6.624466362431915
2025-07-10,-3.315405584616518
2025-07-11,0.0
2025-07-14,6.702912042898638
2025-07-15,13.453920322894087
2025-07-16,-10.05886297593324
2025-07-17,0.0
2025-07-18,-13.42882721575649
2025-07-21,-6.672597864768683
2025-07-22,0.0
2025-07-23,0.0
2025-07-24,6.662225183211192
2025-07-25,20.09825815096044
2025-07-28,0.0
2025-07-29,0.0
2025-07-30,-13.600302228938613
2025-07-31,23.854600530102235
2025-08-01,-16.945323090826932
2025-08-04,-3.3877889031092376
2025-08-05,3.383713061132416
2025-08-06,0.0
2025-08-07,3.3479651811621163
2025-08-08,0.0
2025-08-11,-3.351206434316354
2025-08-12,6.669136717302895
2025-08-13,-9.944751381215658
2025-08-14,3.3256965486660266
2025-08-15,6.634545932243893
2025-08-18,-6.6656791586433535
2025-08-19,-3.3358042994810977
